Date,Open,High,Low,Close,Volume
2020-10-07,52.86000061035156,54.880001068115234,52.20000076293945,53.33000183105469,65474600
2020-10-08,54.15800094604492,54.779998779296875,50.61000061035156,51.130001068115234,37242500
2020-10-09,50.75,51.70000076293945,48.2599983215332,48.81999969482422,29572800
2020-10-12,51.0099983215332,52.52000045776367,50.33000183105469,50.599998474121094,31713500
2020-10-13,50.849998474121094,51.400001525878906,49.525001525878906,51.18000030517578,19134200
2020-10-14,51.5099983215332,52.220001220703125,47.5,47.560001373291016,27246700
2020-10-15,47.52000045776367,48.470001220703125,44.79999923706055,45.0,36048200
2020-10-16,45.5,46.529998779296875,43.5,44.34000015258789,39295700
2020-10-19,44.43000030517578,44.970001220703125,41.70000076293945,44.58000183105469,49951400
2020-10-20,43.0099983215332,44.970001220703125,42.29999923706055,42.529998779296875,70239700
2020-10-21,42.90999984741211,43.81999969482422,41.25,41.5,34853900
2020-10-22,41.849998474121094,43.06999969482422,40.43000030517578,43.0,37578200
2020-10-23,43.117000579833984,43.4900016784668,41.7599983215332,42.7400016784668,23078900
2020-10-26,42.150001525878906,42.63999938964844,39.349998474121094,39.689998626708984,32577900
2020-10-27,40.540000915527344,40.689998626708984,37.900001525878906,38.70000076293945,29019700
2020-10-28,37.599998474121094,40.0099983215332,37.119998931884766,38.150001525878906,27173700
2020-10-29,39.099998474121094,39.349998474121094,37.27000045776367,37.369998931884766,19740600
2020-10-30,37.43000030517578,38.18000030517578,34.900001525878906,35.400001525878906,24856800
2020-11-02,35.56999969482422,36.66999816894531,35.02000045776367,35.720001220703125,18077400
2020-11-03,36.33000183105469,37.7599983215332,35.84000015258789,37.470001220703125,19587600
2020-11-04,39.43000030517578,40.790000915527344,38.33000183105469,39.459999084472656,28877500
2020-11-05,41.27000045776367,43.599998474121094,40.81999969482422,43.029998779296875,31924100
2020-11-06,42.22999954223633,42.65999984741211,41.16999816894531,42.31999969482422,18198500
2020-11-09,44.16999816894531,44.4900016784668,41.470001220703125,41.5,21113400
2020-11-10,40.790000915527344,41.09000015258789,38.439998626708984,40.36000061035156,17118800
2020-11-11,40.77000045776367,41.867000579833984,39.75,41.63999938964844,12613500
2020-11-12,40.939998626708984,42.09000015258789,40.86000061035156,41.25,14407200
2020-11-13,45.400001525878906,45.5,42.220001220703125,42.84000015258789,50356100
2020-11-16,42.400001525878906,42.81999969482422,40.810001373291016,42.72999954223633,15999600
2020-11-17,44.20000076293945,46.83000183105469,43.25,46.61000061035156,33970500
2020-11-18,47.099998474121094,49.060001373291016,46.630001068115234,47.68000030517578,35497900
2020-11-19,48.75,50.02000045776367,48.13999938964844,49.31999969482422,25892100
2020-11-20,49.790000915527344,50.04999923706055,47.38999938964844,48.22999954223633,25416700
2020-11-23,48.5,48.880001068115234,46.900001525878906,48.029998779296875,18142500
2020-11-24,48.34600067138672,49.040000915527344,46.61000061035156,47.88999938964844,17707600
2020-11-25,47.790000915527344,51.08000183105469,47.77000045776367,50.22999954223633,23223100
2020-11-27,51.81999969482422,52.97999954223633,50.707000732421875,52.75,15833100
2020-11-30,53.5,53.720001220703125,49.08000183105469,52.36000061035156,24757400
2020-12-01,52.35599899291992,52.65999984741211,49.939998626708984,50.779998779296875,15613500
2020-12-02,49.36000061035156,51.4900016784668,48.41999816894531,51.099998474121094,11952600
2020-12-03,50.099998474121094,51.84000015258789,49.54999923706055,50.060001373291016,14833500
2020-12-04,50.24300003051758,50.95000076293945,49.08000183105469,49.25,13044000
2020-12-07,49.40999984741211,50.58000183105469,47.630001068115234,47.93000030517578,15649000
2020-12-08,47.4900016784668,50.904998779296875,45.709999084472656,50.849998474121094,28733500
2020-12-09,50.099998474121094,53.439998626708984,48.33000183105469,48.939998626708984,36523000
2020-12-10,48.33000183105469,50.16999816894531,47.7760009765625,50.11000061035156,13172800
2020-12-11,49.970001220703125,51.29999923706055,48.94300079345703,50.09000015258789,14363900
2020-12-14,50.97999954223633,51.540000915527344,49.77000045776367,50.58000183105469,12597000
2020-12-15,51.150001525878906,51.18000030517578,49.810001373291016,50.5,11735700
2020-12-16,50.81999969482422,54.34000015258789,50.130001068115234,53.79999923706055,26323200
2020-12-17,53.970001220703125,55.470001220703125,52.79999923706055,55.20000076293945,21196300
2020-12-18,55.16999816894531,55.97999954223633,52.130001068115234,53.900001525878906,21257500
2020-12-21,51.95000076293945,54.2400016784668,51.79999923706055,53.34000015258789,12148000
2020-12-22,53.849998474121094,54.400001525878906,50.880001068115234,52.400001525878906,12317800
2020-12-23,52.57600021362305,54.73099899291992,51.40999984741211,53.88999938964844,13863800
2020-12-24,54.0,54.48699951171875,51.95000076293945,52.11000061035156,6275300
2020-12-28,52.36000061035156,52.619998931884766,48.560001373291016,48.959999084472656,15618600
2020-12-29,49.040000915527344,49.5,47.279998779296875,48.11000061035156,13393800
2020-12-30,48.060001373291016,49.9900016784668,47.75,48.95000076293945,9497200
2020-12-31,48.89799880981445,48.95000076293945,46.52000045776367,46.560001373291016,14606500
2021-01-04,47.0,47.22999954223633,44.5,44.86000061035156,14106500
2021-01-05,44.349998474121094,47.779998779296875,44.104000091552734,47.58000183105469,15146800
2021-01-06,51.34199905395508,51.79999923706055,47.91999816894531,48.994998931884766,40876800
2021-01-07,50.060001373291016,50.400001525878906,49.21500015258789,49.77000045776367,13108800
2021-01-08,50.310001373291016,52.619998931884766,49.90999984741211,52.0,18242400
2021-01-11,50.900001525878906,54.29999923706055,49.810001373291016,53.599998474121094,14488700
2021-01-12,53.91999816894531,55.58000183105469,52.709999084472656,53.38999938964844,17054900
2021-01-13,53.5099983215332,55.22999954223633,52.619998931884766,54.630001068115234,11517600
2021-01-14,55.06999969482422,56.77000045776367,54.599998474121094,54.91999816894531,11362000
2021-01-15,54.5099983215332,55.029998779296875,51.70000076293945,53.70000076293945,10013600
2021-01-19,53.83000183105469,53.91999816894531,50.779998779296875,51.290000915527344,16063800
2021-01-20,53.92499923706055,54.099998474121094,52.06999969482422,53.18000030517578,11507500
2021-01-21,53.58000183105469,54.44499969482422,52.65999984741211,53.560001373291016,8633700
2021-01-22,52.88999938964844,53.560001373291016,51.75,52.529998779296875,9262400
2021-01-25,52.959999084472656,53.63999938964844,49.68000030517578,51.290000915527344,13377600
2021-01-26,53.68000030517578,56.52000045776367,52.849998474121094,54.060001373291016,24225800
2021-01-27,53.630001068115234,56.689998626708984,52.09000015258789,54.27000045776367,19397200
2021-01-28,54.0099983215332,57.88999938964844,52.75,56.16999816894531,21573800
2021-01-29,56.9900016784668,57.540000915527344,52.61000061035156,54.11000061035156,16429400
2021-02-01,54.540000915527344,55.75,53.141998291015625,54.63999938964844,11008700
2021-02-02,58.459999084472656,60.95000076293945,57.41999816894531,59.310001373291016,31613900
2021-02-03,60.09000015258789,60.849998474121094,58.38999938964844,60.11000061035156,12745100
2021-02-04,62.33000183105469,63.16999816894531,60.840999603271484,63.15999984741211,16945000
2021-02-05,63.900001525878906,64.51000213623047,62.40999984741211,63.869998931884766,16462700
2021-02-08,64.72000122070312,64.77999877929688,60.58000183105469,61.970001220703125,19914900
2021-02-09,62.36199951171875,63.689998626708984,61.709999084472656,62.130001068115234,11989800
2021-02-10,62.84000015258789,63.81999969482422,61.02000045776367,62.709999084472656,10321400
2021-02-11,62.2400016784668,62.54800033569336,58.63999938964844,59.189998626708984,14585800
2021-02-12,59.2599983215332,61.16999816894531,59.20000076293945,61.06999969482422,7583700
2021-02-16,61.54999923706055,61.72999954223633,59.939998626708984,60.5,6184300
2021-02-17,59.95000076293945,60.029998779296875,57.6349983215332,58.86000061035156,9093700
2021-02-18,57.86000061035156,58.86000061035156,56.51599884033203,58.279998779296875,7262300
2021-02-19,60.38999938964844,61.82600021362305,59.48500061035156,60.90999984741211,11456200
2021-02-22,61.54999923706055,63.25,60.17399978637695,60.369998931884766,10018200
2021-02-23,57.22999954223633,60.439998626708984,52.66999816894531,60.27000045776367,17481100
2021-02-24,60.51499938964844,60.83000183105469,58.2400016784668,60.279998779296875,7356800
2021-02-25,60.38999938964844,61.630001068115234,57.209999084472656,57.810001373291016,14776100
2021-02-26,60.0,62.66999816894531,58.27000045776367,61.529998779296875,25952800
2021-03-01,63.47999954223633,68.9000015258789,63.25,68.72000122070312,35787200
2021-03-02,68.01000213623047,70.37999725341797,66.88999938964844,68.58000183105469,21930700
2021-03-03,71.83000183105469,72.16000366210938,64.89099884033203,65.75,26283800
2021-03-04,67.16999816894531,68.11000061035156,60.2599983215332,61.90999984741211,28018400
2021-03-05,62.060001373291016,62.5,54.349998474121094,59.52000045776367,25818100
